Список населенных пунктов Беларуси и их географические координаты.		
		
Количество населенных пунктов: 21088		
Дата: 01-09-2019		

Разработка: Павленко Александр		https://jugit.wordpress.com/
            Пухлов Дмитрий		dmitri.poukhlov@gmail.com
            Савчук Роман		@wassmor_21


Описание полей БД:		
Название населенного пункта (NAME)		
Область (OBL)     		
Район (RAION)     		
Сельский (поселковый) совет (SOVET)     		
Тип населенного пункта (TIP)
Географических координаты - широта, десятичный формат (LATITUDE)
Географических координаты - долгота, десятичный формат (LONGITUDE)
Географических координаты - широта, формат градусы/минуты/секунды (DMS_LAT)
Географических координаты - долгота, формат градусы/минуты/секунды (DMS_LONG)
Военная система прямоугольных координат (MGRS)

Примечание: 
корректность базы данных проверялась выборочно
Район, Сельский совет и Тип может несоответствовать выбранному населенному пункту

Источники информации:
http://geonames.nga.mil/gns/html/
https://www.bygeo.ru/materialy/naselenie-belarusi/421-naselennye-punkty-belarusi-odnim-spiskom-skachat-v-formate-excel.html


						
						

NAME	OBL	RAION	SOVET	TIP	LATITUDE	LONGITUDE
Троицкая	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Лапичский	д.	53,4472	28,5485
Бродок	МОГИЛЕВСКАЯ ОБЛАСТЬ	Кричевский	Молятичский	д.	53,444	28,5083
Елцовка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Лапичский	д.	53,4358	28,5023
Полядье	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Лапичский	д.	53,4481	28,4986
Дубровка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Дрибинский	Рясненский сельский Совет	д.	53,4576	28,4904
Буда	МОГИЛЕВСКАЯ ОБЛАСТЬ	Бобруйский	Горбацевичский	д.	53,4596	28,4592
Углата	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Свислочский	д.	53,4166	28,9884
Слобода	МОГИЛЕВСКАЯ ОБЛАСТЬ	Бобруйский	Осовский	д.	53,4243	28,9692
Знаменка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Липенский	д.	53,4273	28,849
Капские	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Ананичский	д.	53,6143	28,1402
Баськи	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Ананичский	д.	53,6114	28,162
Криница	МИНСКАЯ ОБЛАСТЬ	Воложинский	Раковский	д.	53,69	28,0839
Колеюги	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Тальковский	д.	53,3867	28,3239
Слободка	МИНСКАЯ ОБЛАСТЬ	Борисовский	Забашевичский	д.	53,3621	28,3447
Веселово	МИНСКАЯ ОБЛАСТЬ	Борисовский	Веселовский	д.	53,3466	28,3361
Шаблинщина	МИНСКАЯ ОБЛАСТЬ	Борисовский	Забашевичский	д.	53,976	28,6314
Кобзевичи	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6215	28,6494
Мощалино	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6498	28,6794
Климов Лог	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,668	28,6484
Заборье	МИНСКАЯ ОБЛАСТЬ	Березинский	Поплавский	д.	53,6748	28,6605
Городище	МИНСКАЯ ОБЛАСТЬ	Березинский	Богушевичский	д.	53,7382	28,7015
Карпиловка	МИНСКАЯ ОБЛАСТЬ	Логойский	Янушковичский	д.	53,757	28,6565
Ведрица	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	53,7663	28,662
Красная Смена	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	53,7727	28,6749
Викторовка	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	53,8448	28,6892
Зеленый Гай	МИНСКАЯ ОБЛАСТЬ	Березинский	Поплавский	д.	53,8412	28,7122
Погулянка	МИНСКАЯ ОБЛАСТЬ	Березинский	Поплавский	д.	53,8648	28,7102
Кленовка	МИНСКАЯ ОБЛАСТЬ	Березинский	Ушанский	д.	53,9343	28,7002
Тадуличи	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6055	28,7301
Сосновщина	МИНСКАЯ ОБЛАСТЬ	Вилейский	Долгиновский	д.	53,6347	28,7018
Старые Дороги	МИНСКАЯ ОБЛАСТЬ			г.	53,627	28,7424
Меховка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6332	28,7693
Мариамполь	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6586	28,7155
Подрубеж	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6673	28,7518
Матусовка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,677	28,7481
Подосиновка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6892	28,768
Старая Князевка	МИНСКАЯ ОБЛАСТЬ	Березинский	Ушанский	д.	53,9578	28,7508
Луч	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6166	28,7618
Городок	МИНСКАЯ ОБЛАСТЬ	Молодечненский	Городокский	д.	53,6347	28,8052
Задобричье	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6469	28,7686
Курганье	МИНСКАЯ ОБЛАСТЬ	Дзержинский	Рубилковский	д.	53,6867	28,8047
Старый Будков	МИНСКАЯ ОБЛАСТЬ	Березинский	Поплавский	д.	53,7369	28,7767
Буйное	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	53,7532	28,7614
Камейки	МИНСКАЯ ОБЛАСТЬ	Червенский	Валевачский	д.	53,7475	28,0916
Подгорье	МИНСКАЯ ОБЛАСТЬ	Минский	Ждановичский	д.	53,7293	28,0724
Лисицы	МИНСКАЯ ОБЛАСТЬ	Минский	Роговский	д.	53,7147	28,0583
Смоленка	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	53,7036	28,0622
Благодать	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Дукорский	д.	53,6349	28,0415
Старый Двор	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Ананичский	д.	53,6448	28,1006
Подбережье	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Ананичский	д.	53,6195	28,0742
Захаровка	МИНСКАЯ ОБЛАСТЬ	Крупский	Ухвальский	д.	53,7454	28,3608
Заболотье	МИНСКАЯ ОБЛАСТЬ	Березинский	Поплавский	д.	53,9615	28,4448
Заболотье	МИНСКАЯ ОБЛАСТЬ	Березинский	Поплавский	д.	53,7469	28,8312
Юровичи	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	53,7852	28,6897
Язовки	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6659	28,5226
Яворовщина	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Пекалинский	д.	53,9315	28,0932
Яновка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Климовичский	Высоковский	д.	53,5155	28,8382
Ягодка	МИНСКАЯ ОБЛАСТЬ	Березинский	Маческий	д.	53,7799	28,1542
Высокая Старина	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Пуховичский	д.	53,5125	28,5152
Высокая Гора	МИНСКАЯ ОБЛАСТЬ	Березинский	Богушевичский	д.	53,6738	28,8443
Кисели	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Спондовский	д.	54,9505	26,1946
Новый Двор	ВИТЕБСКАЯ ОБЛАСТЬ	Браславский	Межанский	д.	55,1202	26,7884
Новоселки	МИНСКАЯ ОБЛАСТЬ	Березинский	Березинский	д.	54,8667	26,3684
Бучаны	ВИТЕБСКАЯ ОБЛАСТЬ	Браславский	Видзовский	д.	55,3216	26,7995
Новоселки	ВИТЕБСКАЯ ОБЛАСТЬ	Бешенковичский	Бочейковский	д.	55,0145	26,5328
Норковичи	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Яревский	д.	55,1184	26,6623
Нестанишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Лылойтинский	д.	54,7517	26,3186
Радюши	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Михалишковский	д.	54,8164	26,2694
Редута	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Лынтупский	д.	55,0338	26,4024
Проньки	МИНСКАЯ ОБЛАСТЬ	Мядельский	Занарочский	д.	54,8215	26,7049
Перегродь	МИНСКАЯ ОБЛАСТЬ	Мядельский	Мядельский	д.	54,9491	26,8971
Позборцы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Лылойтинский	д.	54,7893	26,4222
Поповцы	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Лынтупский	д.	54,9892	26,5364
Гуменники	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Камайский	д.	54,9715	26,7143
Славчиненты	ГРОДНЕНСКАЯ ОБЛАСТЬ	Сморгонский	Вишневский	д.	54,7309	26,4827
Застенок	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Вульковский	д.	52,3552	27,0446
Старая Дуброва	МИНСКАЯ ОБЛАСТЬ	Любанский	Реченский	д.	53,9536	28,1828
Дерть	МИНСКАЯ ОБЛАСТЬ	Червенский	Червенский	д.	53,6557	28,4632
Демешковка	МИНСКАЯ ОБЛАСТЬ	Березинский	Ушанский	д.	53,9727	28,7541
Калюга	МИНСКАЯ ОБЛАСТЬ	Копыльский	Бобовнянский	п.	53,8233	28,0194
Лагвощи	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Юркевичский	д.	52,2521	27,5955
Красная Воля	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Вульковский	д.	52,3743	27,0611
Коротичи	БРЕСТСКАЯ ОБЛАСТЬ	Столинский	Большемалешевский	д.	52,0129	27,5449
Кольно	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Рудненский	аг.	52,13	27,9066
Дворец	МИНСКАЯ ОБЛАСТЬ	Вилейский	Ижский	д.	54,6735	26,73
Скоры	МИНСКАЯ ОБЛАСТЬ	Мядельский	Нарочский	д.	54,9176	26,8476
Сивцы	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Яревский	д.	55,1672	26,8429
Сивцы	МИНСКАЯ ОБЛАСТЬ	Вилейский	Долгиновский	д.	54,6916	26,9193
Сидоришки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Михалишковский	х.	54,8504	26,2355
Шиковичи	МИНСКАЯ ОБЛАСТЬ	Мядельский	Мядельский	д.	54,8391	26,9523
Швейляны	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Гервятский	д.	54,7437	26,1658
Швакшты	МИНСКАЯ ОБЛАСТЬ	Мядельский	Нарочский	д.	54,9582	26,6456
Шульники	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Ворнянский	д.	54,7737	26,0894
Новые Залютичи	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Милевичский	д.	52,3984	27,5694
Гуденики	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Гервятский	д.	54,6842	26,1815
Гудали	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Спондовский	д.	54,9271	26,2314
Гоза	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Ворнянский	д.	54,7751	26,0383
Хвоенск	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Озеранский	д.	52,0501	27,931
Полянка	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Рудненский	д.	52,2505	27,974
Калиновка	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Гомельский	Тереничский	п.	52,2366	27,6903
Иовичи	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Милевичский	д.	52,3946	27,5261
Гулевичи	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Юркевичский	д.	52,3006	27,6019
Дуда	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Кемелишковский	д.	54,8689	26,0502
Головные Ляды	МИНСКАЯ ОБЛАСТЬ	Березинский	Богушевичский	д.	53,6844	28,831
Угодино	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Блужский	д.	53,3911	28,2131
Дедково	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Куропольский	д.	55,2454	26,8605
Дашки Малые	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Камайский	д.	54,9971	26,6889
Домути	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Лынтупский	д.	54,9852	26,2873
Красный Ручей	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Камайский	д	54,9661	26,4891
Станчики	ВИТЕБСКАЯ ОБЛАСТЬ	Поставский	Лынтупский	д.	54,9699	26,434
Спягло	МИНСКАЯ ОБЛАСТЬ	Вилейский	Ижский	д.	54,749	26,661
Сорочье	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Михалишковский	д.	54,8311	26,1756
Сорговцы	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Гервятский	д.	54,7369	26,2824
Слобода	МИНСКАЯ ОБЛАСТЬ	Березинский	Березинский	д.	54,7118	26,7663
Чехи	ГРОДНЕНСКАЯ ОБЛАСТЬ	Вороновский	Переганцевский	д.	54,7519	26,1612
Буйки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Дятловский	Вензовецкий	д.	54,9262	26,0789
Черняты	МИНСКАЯ ОБЛАСТЬ	Мядельский	Мядельский	д.	55,0066	26,8834
Чернишки	ГРОДНЕНСКАЯ ОБЛАСТЬ	Островецкий	Ворнянский	д.	54,6844	26,0621
Черевки	МИНСКАЯ ОБЛАСТЬ	Мядельский	Нарочский	д.	54,8944	26,7672
Черемшицы	МИНСКАЯ ОБЛАСТЬ	Мядельский	Занарочский	д.	54,78	26,8372
Новый Будков	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6539	28,777
Нивище	МИНСКАЯ ОБЛАСТЬ	Червенский	Червенский	д.	53,5794	28,5246
Турское	БРЕСТСКАЯ ОБЛАСТЬ	Столинский	Велемичский	д.	52,0345	27,2933
Корчеватка	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Ленинский	д.	52,4218	27,372
Палицкое	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Свислочский	д.	53,4862	28,9216
Перунов Мост	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6146	28,606
Печище	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6268	28,6707
Полядки	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	53,87	28,6985
Падар	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	53,7656	28,5779
Звезда	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Блонский	д.	53,5551	28,1325
Марьино	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	п.	53,5337	28,1234
Затишье	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Пуховичский	д.	53,5501	28,2066
Залужье	МИНСКАЯ ОБЛАСТЬ	Пуховичский		д.	53,4884	28,184
Избище	МИНСКАЯ ОБЛАСТЬ	Логойский	Задорьевский	д.	53,4871	28,1715
Роща	МИНСКАЯ ОБЛАСТЬ	Пуховичский		д.	53,4792	28,1787
Цагельня	МИНСКАЯ ОБЛАСТЬ	Вилейский	Ильянский	д.	53,4839	28,2007
Чирвоный Берег	МИНСКАЯ ОБЛАСТЬ	Пуховичский		д.	53,4765	28,1903
Проходка	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	53,8875	28,2655
Первое Мая	МИНСКАЯ ОБЛАСТЬ	Червенский	Валевачский	д.	53,8235	28,273
Згурск	МИНСКАЯ ОБЛАСТЬ	Червенский	Валевачский	д.	53,8079	28,2752
Слобода	МИНСКАЯ ОБЛАСТЬ	Березинский	Березинский	д.	53,7697	28,2499
Большие Стеблевичи	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Ленинский	д.	52,3582	27,4289
Пласток	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Червоненский	д.	52,3487	27,9571
Комсомолец	МИНСКАЯ ОБЛАСТЬ	Минский	Папернянский	д.	52,5877	27,642
Озерный	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Юркевичский	аг.	52,3055	27,658
Боровая	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Юркевичский	д.	52,2919	27,6502
Буда	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Буда-Кошелевский	Липиничский	п.	52,3032	27,4608
Подвостье	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Юркевичский	д.	52,2654	27,6972
Красное Озеро	МИНСКАЯ ОБЛАСТЬ	Солигорский	Домановичский	д.	52,467	27,8976
Черетянка	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Гомельский	Черетянский	аг.	52,1675	27,8203
Красный Яр	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Дричинский	д.	53,6026	28,0491
Поддубье	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Дричинский	д.	53,5641	28,0353
Вендеж	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	д.	53,5524	28,0807
Городок	МИНСКАЯ ОБЛАСТЬ	Молодечненский	Городокский	д.	53,5333	28,0763
Гряда	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	д.	53,5277	28,0755
Купалье	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	д.	53,5134	28,0642
Загай	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	д.	53,5055	28,0697
Остров	МИНСКАЯ ОБЛАСТЬ	Борисовский	Веселовский	д.	53,9696	28,1486
Ворот	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Пекалинский	д.	53,9509	28,113
Ворот	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Пекалинский	д.	53,9462	28,16
Вызволенье	МИНСКАЯ ОБЛАСТЬ	Дзержинский	Демидовичский	д.	53,8393	28,1335
Залесье	МИНСКАЯ ОБЛАСТЬ	Борисовский	Пересадский	д.	53,758	28,0917
Криница	МИНСКАЯ ОБЛАСТЬ	Воложинский	Раковский	д.	53,522	28,1307
Ковалево	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	д.	53,5084	28,1317
Михайлово	МИНСКАЯ ОБЛАСТЬ	Борисовский	Зачистский	д.	53,484	28,1146
Ясное	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	д.	53,4804	28,1371
Новый Уборок	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Дубровский	д.	53,463	28,161
Черница	МИНСКАЯ ОБЛАСТЬ	Логойский	Околовский	д.	53,9961	28,1755
Заказинец	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Пекалинский	д.	53,9722	28,1944
Ильинка	МИНСКАЯ ОБЛАСТЬ	Березинский	Селибский	д.	53,8243	28,172
Волковыск	МИНСКАЯ ОБЛАСТЬ	Крупский	Игрушковский	д.	53,7605	28,1808
Красная Нива	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Дукорский	д.	53,7555	28,1815
Кривополье	МИНСКАЯ ОБЛАСТЬ	Червенский	Валевачский	д.	53,7504	28,2034
Шкавиловка	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Туринский	д.	53,5973	28,1918
Первый Май	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Туринский	д.	53,5897	28,2076
Калинино	МИНСКАЯ ОБЛАСТЬ	Березинский	Поплавский	д.	53,5885	28,218
Ленино	МИНСКАЯ ОБЛАСТЬ	Дзержинский	Станьковский	д.	53,5815	28,1928
Новое Житье	МИНСКАЯ ОБЛАСТЬ	Березинский	Селибский	д.	53,5781	28,1819
Спичник	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Дубровский	д.	53,4422	28,1856
Пуща	МИНСКАЯ ОБЛАСТЬ	Логойский	Задорьевский	д.	53,4018	28,1877
Осово	МИНСКАЯ ОБЛАСТЬ	Березинский	Селибский	д.	53,4656	28,2286
Марковщина	МИНСКАЯ ОБЛАСТЬ	Логойский	Беларучский	д.	53,5152	28,2294
Жарково	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Туринский	д.	53,5681	28,233
Алесино	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Курганский	аг.	53,955	28,2377
Степша	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Курганский	д.	53,9326	28,2599
Забродье	МИНСКАЯ ОБЛАСТЬ	Березинский	Маческий	д.	53,9211	28,263
Саковщина	МИНСКАЯ ОБЛАСТЬ	Воложинский	Саковщинский	аг.	53,9743	28,6469
Рожище	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Лапичский	д.	53,4795	28,4282
Куколевка	МИНСКАЯ ОБЛАСТЬ	Червенский	Червенский	д.	53,7403	28,2664
Рудня Островитая	МИНСКАЯ ОБЛАСТЬ	Червенский	Червенский	д.	53,7282	28,2693
Избище	МИНСКАЯ ОБЛАСТЬ	Логойский	Задорьевский	д.	53,6013	28,2487
Красный Пахарь	МИНСКАЯ ОБЛАСТЬ	Березинский	Селибский	д.	53,5759	28,2195
Заря	МИНСКАЯ ОБЛАСТЬ	Любанский	Реченский	п.	53,5706	28,2633
Смычка	МИНСКАЯ ОБЛАСТЬ	Копыльский	Докторовичский	п.	53,5616	28,2565
Липники	МИНСКАЯ ОБЛАСТЬ	Борисовский	Лошницкий	д.	53,5553	28,2793
Ровчак	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Пуховичский	д.	53,4865	28,2427
Новополье	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новопольский	аг.	53,4935	28,2439
Боровая	МИНСКАЯ ОБЛАСТЬ	Минский	Боровлянский	д.	53,4957	28,24
Поддегтярня	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Блужский	д.	53,4529	28,252
Плитница	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Блужский	д.	53,4232	28,241
Красная Гора	МИНСКАЯ ОБЛАСТЬ	Борисовский	Велятичский	д.	53,7667	28,2313
Пелика	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Курганский	д.	53,9802	28,2945
Шипяны	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Курганский	д.	53,9605	28,2909
Слобода	МИНСКАЯ ОБЛАСТЬ	Березинский	Березинский	д.	53,61	28,1707
Воронино	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Вересницкий	д.	52,0825	27,6682
Бурезь	ГОМЕЛЬСКАЯ ОБЛАСТЬ	Житковичский	Вересницкий	д.	52,0567	27,689
Великий Лес	МИНСКАЯ ОБЛАСТЬ	Крупский	Бобрский	д.	52,5418	27,4852
Станево	МИНСКАЯ ОБЛАСТЬ	Червенский	Валевачский	д.	53,7576	28,1285
Озёрный	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	х.	53,7225	28,141
Убель	МИНСКАЯ ОБЛАСТЬ	Червенский	Клинокский	д.	53,7217	28,1257
Городище	МИНСКАЯ ОБЛАСТЬ	Березинский	Богушевичский	д.	53,688	28,1065
Чесловое	МИНСКАЯ ОБЛАСТЬ	Червенский	Клинокский	д.	53,668	28,1205
Заречье	МИНСКАЯ ОБЛАСТЬ	Борисовский	Мстижский	д.	53,6439	28,1462
Дубровка	МИНСКАЯ ОБЛАСТЬ	Березинский	Капланецкий	д.	53,5933	28,1429
Любин	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Блонский	д.	53,5796	28,1478
Крупка	МИНСКАЯ ОБЛАСТЬ	Березинский	Богушевичский	д.	53,5718	28,1255
Вербилово	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Лапичский	д.	53,436	28,4855
Великий Бор	МИНСКАЯ ОБЛАСТЬ	Молодечненский	Граничский	д.	53,8739	28,2694
Велень	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Дубровский	д.	53,4412	28,0446
Устиж	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Липенский	д.	53,3937	28,8873
Усохи	МИНСКАЯ ОБЛАСТЬ	Борисовский	Иканский	д.	53,6029	28,4484
Уголец	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Туринский	д.	53,6006	28,2914
Уборок	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Лапичский	д.	53,4988	28,5699
Туры	МИНСКАЯ ОБЛАСТЬ	Смолевичский	Курганский	д.	53,9576	28,3278
Слободка	МИНСКАЯ ОБЛАСТЬ	Борисовский	Забашевичский	д.	53,7865	28,07
Слобода	МИНСКАЯ ОБЛАСТЬ	Березинский	Березинский	д.	53,9744	28,1195
Шейпичи	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Свислочский	д.	53,3802	28,9763
Шабуни	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новопольский	д.	53,9189	28,1831
Сеножатки	МИНСКАЯ ОБЛАСТЬ	Пуховичский	Новоселковский	д.	53,5084	28,1102
Хвойники	МИНСКАЯ ОБЛАСТЬ	Копыльский	Комсомольский	п.	53,7197	28,3907
Пружанка	МИНСКАЯ ОБЛАСТЬ	Березинский	Березинский	д.	53,9094	28,8866
Полядки	МОГИЛЕВСКАЯ ОБЛАСТЬ	Краснопольский	Горский	п.	53,4981	28,7195
Погулянка	МИНСКАЯ ОБЛАСТЬ	Березинский	Поплавский	д.	53,8061	28,1599
Петровка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	53,6934	28,7042
Петровинка	МИНСКАЯ ОБЛАСТЬ	Червенский	Клинокский	д.	53,7132	28,1392
Перевоз	МИНСКАЯ ОБЛАСТЬ	Березинский	Богушевичский	д.	53,6877	28,954
Перевоз	МИНСКАЯ ОБЛАСТЬ	Березинский	Богушевичский	д.	53,556	28,949
Пасеки	МОГИЛЕВСКАЯ ОБЛАСТЬ	Осиповичский	Липенский	д.	53,484	28,8454
Флерово	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Редигеровский	д.	52,3151	27,1851
Лодино	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Дворецкий	д.	52,3171	27,0767
Средиборье	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Дворецкий	д.	52,3132	27,0439
Борки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Борковский	аг.	52,3004	27,0339
Куповщина	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Дворецкий	д.	52,2931	27,0839
Уречье	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Дворецкий	д.	52,2777	27,0733
Дятлы	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Дворецкий	д.	52,2632	27,0702
Обруб	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Лахвенский	д.	52,2659	27,097
Яворово	БРЕСТСКАЯ ОБЛАСТЬ	Лунинецкий	Дворецкий	д.	52,3329	27,0511
Товарищи	МИНСКАЯ ОБЛАСТЬ	Солигорский	Домановичский	д.	52,5464	27,743
Завыход	МИНСКАЯ ОБЛАСТЬ	Солигорский	Домановичский	д.	52,557	27,8391
Роги	МИНСКАЯ ОБЛАСТЬ	Солигорский	Домановичский	д.	52,5137	27,872
Кочева	МИНСКАЯ ОБЛАСТЬ	Солигорский	Домановичский	д.	52,5245	27,7124
Раховичи	МИНСКАЯ ОБЛАСТЬ	Солигорский	Хоростовский	д.	52,5349	27,3663
